"","LotFrontage","YearBuilt","LotArea","MoSold","YrSold","SalePrice","TotalBsmtSF","1stFlrSF","Neighborhood","School"
"2588",86,1936,11500,6,2006,250000,1017,1020,"Crawfor","High"
"2589",81,1929,8170,2,2006,218000,1022,1122,"Crawfor","High"
"2590",80,1932,16560,7,2006,239000,952,1170,"Crawfor","High"
"2591",79,1941,6221,10,2007,140000,728,760,"Crawfor","High"
"2592",79,1951,7801,5,2008,104000,1091,1091,"Crawfor","High"
"2593",78,1941,10452,7,2010,257500,1528,1225,"Crawfor","High"
"2594",100,1935,9670,6,2008,257076,608,983,"Crawfor","High"
"2595",70,1932,10570,12,2007,315000,853,1549,"Crawfor","High"
"2596",61,1945,7259,7,2007,259500,1028,1436,"Crawfor","High"
"2597",NA,1935,14100,5,2008,381000,728,1968,"Crawfor","High"
"2598",70,1932,12320,5,2006,199500,637,959,"Crawfor","High"
"2599",70,1930,14210,11,2006,210000,697,1104,"Crawfor","High"
"2600",70,1954,9100,10,2009,144800,1112,1112,"Crawfor","High"
"2601",NA,1939,15660,5,2008,311500,798,1137,"Crawfor","High"
"2602",75,1941,12000,7,2009,174500,704,860,"Crawfor","High"
"2603",70,1950,12392,4,2008,263400,832,1218,"Crawfor","High"
"2604",90,1956,14115,7,2006,230000,1073,1811,"Crawfor","High"
"2605",90,1960,13339,5,2009,193000,1561,1561,"Crawfor","High"
"2606",110,1957,14442,6,2007,257500,1477,1839,"Crawfor","High"
"2607",80,1977,12984,3,2006,217500,1430,1647,"Crawfor","Middle"
"2608",75,1940,13125,7,2007,219500,800,960,"Crawfor","High"
"2609",78,1950,15600,7,2006,257000,1168,1278,"Crawfor","High"
"2610",78,1950,15600,3,2010,215000,1032,1102,"Crawfor","High"
"2611",78,1949,15600,10,2009,158000,1067,986,"Crawfor","High"
"2612",80,1950,14000,8,2009,158500,1092,1152,"Crawfor","High"
"2613",66,1941,9042,5,2010,266500,1152,1188,"Crawfor","High"
"2614",90,1953,15750,6,2006,157000,1165,1336,"Crawfor","High"
"2615",NA,1953,21000,10,2007,217000,1809,2259,"Crawfor","High"
"2616",56,1956,26073,4,2008,236500,1898,1898,"Crawfor","High"
"2617",NA,1960,25485,5,2007,201000,1560,1560,"Crawfor","High"
"2618",NA,1954,14778,11,2008,224000,1296,1640,"Crawfor","High"
"2619",100,1954,17500,1,2009,224000,1310,1906,"Crawfor","High"
"2620",100,1959,17500,5,2010,335000,1902,1902,"Crawfor","High"
"2621",NA,1968,21579,9,2007,215000,1488,1488,"Crawfor","High"
"2622",24,1980,1879,12,2008,116500,516,516,"Blueste","Middle"
"2623",24,1980,1733,5,2009,115000,516,516,"Blueste","Middle"
"2624",24,1980,1488,10,2009,137000,561,561,"Blueste","Middle"
"2625",24,1980,1782,12,2007,123900,516,529,"Blueste","Middle"
"2626",24,1980,1612,7,2009,121000,561,561,"Blueste","Middle"
"2627",24,1980,1950,7,2008,151000,716,716,"Blueste","Middle"
"2628",24,1980,1300,5,2009,124000,561,561,"Blueste","Middle"
"2629",NA,1986,13607,4,2009,208000,572,1182,"Crawfor","Middle"
"2630",NA,1995,17871,6,2007,170000,1680,1680,"Crawfor","Middle"
"2631",85,1994,19645,6,2010,203135,423,896,"Crawfor","Middle"
"2632",35,1989,3907,4,2010,185000,982,1034,"Blueste","Middle"
"2633",35,1989,3907,3,2010,162500,1191,1191,"Blueste","Middle"
"2634",35,1988,3907,3,2007,200000,1004,1020,"Blueste","Middle"
"2635",NA,1969,16381,12,2006,223000,1844,1844,"Crawfor","Middle"
"2636",NA,1971,17597,7,2009,315000,1803,2365,"Crawfor","Middle"
"2637",NA,1971,20693,2,2007,198000,1696,1696,"Crawfor","Middle"
"2638",NA,1957,32668,3,2007,200624,2035,2515,"Crawfor","Middle"
"2639",100,1959,15602,3,2010,289000,1501,1801,"Crawfor","Middle"
"2640",70,1986,18044,8,2007,315000,279,2726,"Crawfor","High"
"2641",NA,1988,21695,12,2009,222000,880,1680,"Crawfor","Middle"
"2642",50,1942,7288,8,2006,102000,976,976,"IDOTRR","High"
"2643",85,1919,8500,8,2007,115000,793,997,"IDOTRR","High"
"2644",50,1926,7000,5,2006,145400,861,861,"IDOTRR","High"
"2645",50,1926,7000,7,2008,126000,894,919,"IDOTRR","High"
"2646",50,1940,7000,5,2007,141000,720,720,"IDOTRR","High"
"2647",50,1941,5000,12,2007,87000,720,803,"IDOTRR","Meeker"
"2648",50,1925,7288,9,2007,129850,936,936,"IDOTRR","Meeker"
"2649",50,1939,6060,6,2007,100000,732,772,"IDOTRR","High"
"2650",60,1940,6000,7,2008,120000,720,760,"IDOTRR","High"
"2651",50,1923,9060,3,2007,150909,859,942,"IDOTRR","High"
"2652",46,1922,3672,9,2007,75200,816,816,"IDOTRR","High"
"2653",40,1922,3636,1,2008,55000,796,796,"IDOTRR","High"
"2654",40,1922,5436,5,2010,125500,796,796,"IDOTRR","High"
"2655",59,1920,10690,7,2009,147000,672,672,"IDOTRR","High"
"2656",NA,1930,5890,6,2008,120500,816,816,"IDOTRR","High"
"2657",71,1940,6900,2,2008,120500,740,778,"IDOTRR","High"
"2658",58,1930,8155,7,2008,119000,780,780,"IDOTRR","High"
"2659",61,1925,8534,6,2006,72000,432,672,"IDOTRR","High"
"2660",50,1925,7030,3,2006,85000,641,641,"IDOTRR","High"
"2661",58,1941,8154,4,2010,82000,480,540,"IDOTRR","High"
"2662",59,1920,8263,5,2007,118400,1012,1012,"IDOTRR","High"
"2663",50,1900,8660,12,2009,123000,760,928,"IDOTRR","High"
"2664",60,1920,8967,11,2007,67000,961,1077,"IDOTRR","High"
"2665",75,1967,6000,7,2008,126000,624,1092,"IDOTRR","High"
"2666",60,1920,6402,7,2009,78000,596,596,"IDOTRR","High"
"2667",50,1921,9140,4,2010,110000,629,727,"IDOTRR","High"
"2668",75,1950,13710,6,2007,152000,910,910,"IDOTRR","High"
"2669",64,1939,11067,3,2007,68104,0,640,"IDOTRR","High"
"2670",60,1930,7392,5,2008,99500,520,912,"IDOTRR","High"
"2671",50,1936,8765,4,2006,106500,951,951,"IDOTRR","High"
"2672",75,1958,9000,1,2008,165500,1151,1151,"IDOTRR","High"
"2673",75,1957,9060,4,2006,139000,967,967,"IDOTRR","High"
"2674",80,1952,14584,2,2008,13100,0,733,"IDOTRR","High"
"2675",60,1895,5280,7,2008,89000,173,825,"IDOTRR","Meeker"
"2676",50,1920,8500,7,2008,40000,649,649,"IDOTRR","Meeker"
"2677",52,1910,5150,5,2008,80900,356,671,"IDOTRR","Meeker"
"2678",105,1915,8470,10,2009,85000,1013,1013,"IDOTRR","Meeker"
"2679",75,1895,8250,6,2007,119600,957,1034,"IDOTRR","Meeker"
"2680",60,1925,10200,5,2009,75000,572,572,"IDOTRR","Meeker"
"2681",65,1957,6565,8,2007,140000,1073,1073,"IDOTRR","Meeker"
"2682",60,1930,6060,11,2007,124900,837,1001,"IDOTRR","Meeker"
"2683",60,1920,7500,4,2010,68400,698,698,"IDOTRR","Meeker"
"2684",60,1920,11040,9,2006,108000,637,897,"IDOTRR","Meeker"
"2685",69,1945,12366,10,2006,51689,0,729,"IDOTRR","Meeker"
"2686",50,1949,9000,10,2006,35311,480,480,"IDOTRR","Meeker"
"2687",50,1951,9000,10,2006,115000,660,1060,"IDOTRR","Meeker"
"2688",66,1900,8712,1,2010,102776,859,859,"IDOTRR","Meeker"
"2689",66,1952,8712,6,2010,55993,540,1044,"IDOTRR","Meeker"
"2690",66,1896,8712,6,2010,50138,756,952,"IDOTRR","Meeker"
"2691",60,1916,8520,4,2006,78000,216,576,"IDOTRR","Meeker"
"2692",120,1935,18000,8,2008,81000,894,894,"IDOTRR","Meeker"
"2693",60,1920,9000,6,2008,65000,592,432,"IDOTRR","Meeker"
"2694",64,2008,5587,11,2008,392500,1600,1652,"Crawfor","Mitchell"
"2695",41,2005,5748,2,2006,375000,1573,1778,"Crawfor","Mitchell"
"2696",59,2006,5568,10,2007,375000,1573,1625,"Crawfor","Mitchell"
"2697",44,2006,4750,12,2007,235000,1573,1625,"Crawfor","Mitchell"
"2698",44,2007,3843,8,2008,294464,1596,1648,"Crawfor","Mitchell"
"2699",44,2007,3843,6,2009,230000,1596,1648,"Crawfor","Mitchell"
"2700",44,2004,3811,5,2010,246000,1594,1646,"Crawfor","Mitchell"
"2701",44,2004,3811,7,2008,250000,1594,1646,"Crawfor","Mitchell"
"2702",44,2004,3842,12,2006,300000,1594,1646,"Crawfor","Mitchell"
"2703",44,2004,3842,1,2008,275000,1594,1646,"Crawfor","Mitchell"
"2704",109,1910,21780,3,2009,57625,0,810,"IDOTRR","Mitchell"
"2705",69,1979,23580,9,2006,242500,1625,1625,"Mitchel","Mitchell"
"2706",65,1978,8385,10,2006,145000,1664,1664,"Mitchel","Mitchell"
"2707",NA,1979,12150,1,2007,183500,1001,1299,"Mitchel","Mitchell"
"2708",NA,1978,7540,6,2007,156000,888,912,"Mitchel","Mitchell"
"2709",71,1983,9187,6,2007,134000,1084,1080,"Mitchel","Mitchell"
"2710",NA,1996,23730,9,2008,300000,1840,2032,"Mitchel","Mitchell"
"2711",80,2002,10000,12,2007,215000,1441,1392,"Mitchel","Mitchell"
"2712",44,2002,12864,7,2007,245000,1409,1409,"Mitchel","Mitchell"
"2713",75,2000,10125,5,2009,251000,1107,1040,"Mitchel","Mitchell"
"2714",48,2003,12822,8,2009,239686,1434,1518,"Mitchel",NA
"2715",43,2004,12118,4,2009,240000,1710,1710,"Mitchel","Mitchell"
"2716",NA,2002,13265,7,2008,271000,1568,1689,"Mitchel","Mitchell"
"2717",85,1998,11050,5,2010,254900,1049,1036,"Mitchel","Mitchell"
"2718",NA,1996,11050,9,2008,213000,910,910,"Mitchel","Mitchell"
"2719",70,2001,9116,5,2006,209000,1491,1491,"Mitchel","Mitchell"
"2720",71,2001,12209,6,2009,215000,804,804,"Mitchel","Mitchell"
"2721",75,1977,9750,4,2009,156450,902,926,"Mitchel","Mitchell"
"2722",76,1977,9880,7,2008,171000,1096,1118,"Mitchel","Mitchell"
"2723",72,1977,9360,11,2009,173000,957,1287,"Mitchel","Mitchell"
"2724",74,1977,9620,5,2010,190000,1243,1285,"Mitchel","Mitchell"
"2725",75,1977,10125,2,2008,171500,1196,1279,"Mitchel","Mitchell"
"2726",75,1977,10125,8,2009,126000,0,1302,"Mitchel","Mitchell"
"2727",78,1977,10530,5,2006,135000,975,1004,"Mitchel","Mitchell"
"2728",76,1976,10260,11,2008,100000,0,936,"Mitchel","Mitchell"
"2729",140,1975,11080,5,2006,148000,1128,1210,"Mitchel","Mitchell"
"2730",NA,1991,9928,5,2007,210000,1454,1478,"Mitchel","Mitchell"
"2731",NA,1990,9947,6,2009,173000,1188,1217,"Mitchel","Mitchell"
"2732",82,1991,11070,4,2009,152000,1582,1595,"Mitchel","Mitchell"
"2733",74,1991,9990,7,2008,228500,1680,1689,"Mitchel","Mitchell"
"2734",82,1988,11070,7,2006,171000,1907,1959,"Mitchel","Mitchell"
"2735",129,2003,9196,4,2010,201000,1560,1560,"Mitchel","Mitchell"
"2736",NA,1975,8750,3,2007,148000,852,918,"Mitchel","Mitchell"
"2737",NA,1976,12328,5,2010,169900,1012,1034,"Mitchel","Mitchell"
"2738",82,1974,8410,4,2007,143000,970,1026,"Mitchel","Mitchell"
"2739",NA,1976,12760,3,2010,170000,1958,2048,"Mitchel","Mitchell"
"2740",NA,1948,57200,6,2010,160000,747,1687,"Timber","Middle"
"2741",NA,1965,164660,8,2008,228950,1499,1619,"Timber","Middle"
"2742",NA,1958,14375,1,2009,137500,819,1344,"Timber","Middle"
"2743",150,1965,215245,6,2009,375000,2136,2036,"Timber","Middle"
"2744",42,1989,26178,4,2006,335000,1210,1238,"Timber","Middle"
"2745",42,1986,4084,7,2008,241500,1277,1501,"Timber","Middle"
"2746",46,1987,4054,10,2007,244000,1501,1501,"Timber","Middle"
"2747",NA,1986,8239,11,2006,230000,0,1295,"GrnHill","Middle"
"2748",NA,1998,9763,9,2007,330000,1502,1502,"GrnHill",NA
"2749",NA,1958,50102,3,2006,250764,1632,1650,"Timber",NA
"2750",NA,1976,15498,5,2008,287000,1565,2898,"Timber","Middle"
"2751",NA,1981,16669,1,2006,228000,1686,1707,"Timber","Middle"
"2752",115,1959,16905,7,2007,170000,1350,1328,"Timber","Middle"
"2753",149,1958,19958,7,2007,257000,585,2279,"Timber","Middle"
"2754",74,2006,11563,4,2008,294000,1518,1537,"Timber","Middle"
"2755",89,2007,12898,9,2009,315500,1620,1620,"Timber","Middle"
"2756",83,2009,13159,7,2009,224500,846,846,"Timber","Middle"
"2757",113,2008,13438,7,2009,410000,2190,2036,"Timber","Middle"
"2758",79,2008,14463,1,2009,316500,1641,1641,"Timber","Middle"
"2759",71,2007,9520,4,2008,293077,1638,1646,"Timber","Middle"
"2760",67,2006,8368,4,2007,231713,1689,1689,"Timber","Middle"
"2761",68,2006,8298,9,2007,267300,1546,1564,"Timber","Middle"
"2762",64,2006,9037,12,2007,265900,1476,1484,"Timber","Middle"
"2763",107,2007,12852,1,2008,264966,920,920,"Timber","Middle"
"2764",89,2007,10991,12,2007,239000,1571,1571,"Timber","Middle"
"2765",88,2008,11896,5,2010,220000,1336,1346,"Timber","Middle"
"2766",73,2009,9803,1,2010,179781,1214,1214,"Timber","Middle"
"2767",73,2006,9802,4,2008,172500,352,712,"Timber","Middle"
"2768",73,2006,9802,4,2010,174000,384,744,"Timber","Middle"
"2769",73,2006,9735,5,2008,167500,384,754,"Timber","Middle"
"2770",92,2009,12003,5,2010,269500,774,774,"Timber","Middle"
"2771",73,2007,8925,7,2009,201000,1466,1466,"Timber","Middle"
"2772",67,2006,10656,11,2007,248900,1638,1646,"Timber","Middle"
"2773",81,2008,12018,10,2008,218689,796,796,"Timber","Middle"
"2774",75,1989,12890,7,2008,150000,1495,1495,"Timber","Middle"
"2775",47,1986,12416,11,2008,184000,1606,1651,"Timber","Middle"
"2776",54,1987,13811,7,2006,176000,1112,1137,"Timber","Middle"
"2777",93,1986,18265,3,2008,180000,1256,1256,"Timber","Middle"
"2778",130,1988,11457,3,2009,175000,1392,1412,"Timber","Middle"
"2779",50,1990,8049,7,2006,180000,1309,1339,"Timber","Middle"
"2780",42,1985,10331,7,2007,174000,1265,1240,"Timber","Middle"
"2781",NA,1990,11170,4,2006,250000,1216,1298,"Timber","Middle"
"2782",NA,1980,9839,2,2009,204000,712,1375,"Timber","Middle"
"2783",85,1988,10200,8,2008,175000,1461,1509,"Timber","Middle"
"2784",125,1987,14419,7,2009,213500,1645,1479,"Timber","Middle"
"2785",44,1990,13758,4,2007,187500,1156,1187,"Timber","Middle"
"2786",NA,1996,9303,7,2007,204000,872,888,"Timber","Middle"
"2787",NA,2001,6718,1,2007,180500,1267,1312,"Timber","Middle"
"2788",NA,2001,6853,6,2009,220000,1267,1296,"Timber","Middle"
"2789",73,2003,9590,5,2007,187500,868,1146,"Timber","Middle"
"2790",82,2003,11202,6,2008,232500,1432,1440,"Timber","Middle"
"2791",80,2002,11305,4,2007,282000,1922,1922,"Timber","Middle"
"2792",80,2002,11316,2,2010,214900,817,824,"Timber","Middle"
"2793",NA,1996,7777,11,2007,178000,1491,1491,"Timber","Middle"
"2794",NA,1999,7915,12,2008,195000,1666,1675,"Timber","Middle"
"2795",NA,2000,8098,10,2006,202000,1381,1403,"Timber","Middle"
"2796",75,2003,9157,2,2009,170000,912,1072,"Timber","Middle"
"2797",85,2002,14536,11,2007,270000,1616,1629,"Timber","Middle"
"2798",85,2006,14601,3,2009,315000,1838,1838,"Timber","Middle"
"2799",85,2002,14331,5,2006,312500,1800,1800,"Timber","Middle"
"2800",85,2002,14191,4,2010,202900,967,993,"Timber","Middle"
"2801",95,2005,13618,11,2006,320000,1728,1960,"Timber","Middle"
"2802",85,2003,12244,8,2008,305000,1482,1482,"Timber","Middle"
"2803",NA,2003,11800,7,2007,279900,1122,1146,"Timber",NA
"2804",50,1963,35133,5,2007,186700,1572,1572,"Timber","Middle"
"2805",93,2006,15306,5,2007,283463,1732,1776,"Timber","Middle"
"2806",79,2007,11449,1,2008,298751,1884,1728,"Timber","Middle"
"2807",89,2008,13214,5,2010,378500,2002,2018,"Timber","Middle"
"2808",85,2006,12633,9,2007,392000,1824,1824,"Timber","Middle"
"2809",85,2007,12633,5,2009,425000,1978,1978,"Timber","Middle"
"2810",85,2005,11447,6,2008,370000,1964,1964,"Timber","Middle"
"2811",88,2005,11443,3,2006,369900,1868,2028,"Timber","Middle"
"2812",88,2005,11577,9,2006,359900,1838,1838,"Timber","Middle"
"2813",88,2005,12665,2,2007,281213,1094,1133,"Timber","Middle"
"2814",125,1951,31250,5,2006,81500,0,1600,"Mitchel","Mitchell"
"2815",85,1965,15300,6,2010,169000,1068,1264,"Mitchel","Mitchell"
"2816",75,1968,12518,4,2009,139500,1008,1008,"Mitchel","Mitchell"
"2817",97,1997,8940,11,2008,209200,1344,1344,"Mitchel","Mitchell"
"2818",78,1997,7060,11,2008,206300,1344,1344,"Mitchel","Mitchell"
"2819",78,1997,7020,11,2006,215000,1288,1368,"Mitchel","Mitchell"
"2820",100,1960,21750,11,2009,115000,0,1771,"Mitchel","Mitchell"
"2821",93,2004,10114,3,2010,173500,1430,1430,"Mitchel","Mitchell"
"2822",70,2007,8402,12,2007,147000,1120,1120,"Mitchel","Mitchell"
"2823",77,2007,9278,2,2008,146000,1092,1092,"Mitchel","Mitchell"
"2824",200,1953,43500,6,2007,130000,0,2034,"Mitchel","Mitchell"
"2825",62,1996,6710,6,2007,140000,920,936,"Mitchel","Mitchell"
"2826",32,1998,4500,5,2006,164000,1216,1216,"Mitchel","Mitchell"
"2827",32,1998,4500,3,2006,153500,1237,1337,"Mitchel","Mitchell"
"2828",32,1998,4500,6,2009,162000,1204,1204,"Mitchel","Mitchell"
"2829",32,1997,4500,4,2008,160500,1189,1189,"Mitchel","Mitchell"
"2830",NA,1999,4500,6,2009,165000,1224,1224,"Mitchel","Mitchell"
"2831",150,1964,14137,11,2008,173000,1200,1200,"Mitchel","Mitchell"
"2832",94,1963,25286,1,2007,132250,1064,1040,"Mitchel","Mitchell"
"2833",100,1967,25000,6,2007,143000,1632,1632,"Mitchel","Mitchell"
"2834",94,1971,9400,4,2010,139000,912,912,"Mitchel","Mitchell"
"2835",NA,1999,11875,6,2010,166500,1344,1344,"Mitchel","Mitchell"
"2836",NA,1961,32463,3,2007,168000,1249,1622,"Mitchel","Mitchell"
"2837",90,2006,17217,7,2006,84500,1140,1140,"Mitchel","Mitchell"
"2838",44,1976,4224,6,2007,129900,1040,1060,"MeadowV","Mitchell"
"2839",44,1976,4224,8,2007,134000,1142,1142,"MeadowV","Mitchell"
"2840",NA,1975,4224,6,2008,124000,1040,1040,"MeadowV","Mitchell"
"2841",NA,1976,2665,6,2008,115000,264,616,"MeadowV","Mitchell"
"2842",41,1977,2665,5,2006,104500,264,616,"MeadowV","Mitchell"
"2843",41,1976,2665,5,2008,129500,550,925,"MeadowV","Mitchell"
"2844",41,1977,2665,7,2006,127000,757,925,"MeadowV","Mitchell"
"2845",42,1973,3964,6,2006,151400,942,1291,"MeadowV","Mitchell"
"2846",NA,1973,1974,5,2010,83500,546,546,"MeadowV","Mitchell"
"2847",21,1973,1974,6,2008,105000,526,526,"MeadowV","Mitchell"
"2848",21,1973,1596,11,2009,91000,462,526,"MeadowV","Mitchell"
"2849",21,1973,1596,7,2008,94900,462,526,"MeadowV","Mitchell"
"2850",31,1973,2394,5,2010,119500,945,945,"MeadowV","Mitchell"
"2851",36,1976,2592,4,2010,85000,536,536,"MeadowV","Mitchell"
"2852",62,1968,9858,11,2009,130000,864,874,"Mitchel","Mitchell"
"2853",58,1968,10172,10,2006,126500,864,874,"Mitchel","Mitchell"
"2854",NA,1970,11836,3,2006,146500,1652,1652,"Mitchel","Mitchell"
"2855",21,1970,1470,4,2006,73000,630,630,"MeadowV","Mitchell"
"2856",21,1970,1476,3,2010,76000,546,546,"MeadowV","Mitchell"
"2857",21,1970,1526,5,2009,86000,630,630,"MeadowV","Mitchell"
"2858",21,1972,1484,5,2006,79400,546,546,"MeadowV","Mitchell"
"2859",21,1972,1504,5,2007,85500,546,546,"MeadowV","Mitchell"
"2860",21,1972,1491,5,2010,75500,630,630,"MeadowV","Mitchell"
"2861",NA,1968,17979,2,2008,152500,1113,1160,"Mitchel","Mitchell"
"2862",83,1969,13383,3,2009,160000,1188,1404,"Mitchel","Mitchell"
"2863",80,1969,13384,5,2006,140000,1104,1360,"Mitchel","Mitchell"
"2864",21,1970,1477,3,2008,98000,546,546,"MeadowV","Mitchell"
"2865",21,1970,1477,4,2009,80000,630,630,"MeadowV","Mitchell"
"2866",21,1970,1533,8,2006,92000,630,630,"MeadowV","Mitchell"
"2867",21,1970,1533,5,2009,97000,546,798,"MeadowV","Mitchell"
"2868",21,1970,1533,12,2006,87550,546,546,"MeadowV","Mitchell"
"2869",NA,1970,1533,7,2007,106500,530,530,"MeadowV","Mitchell"
"2870",21,1970,1526,6,2006,79500,546,546,"MeadowV","Mitchell"
"2871",21,1970,1495,5,2007,93900,546,546,"MeadowV","Mitchell"
"2872",21,1970,2217,8,2009,88000,546,546,"MeadowV","Mitchell"
"2873",21,1970,2001,1,2007,75000,546,546,"MeadowV","Mitchell"
"2874",21,1970,1936,6,2006,90500,546,546,"MeadowV","Mitchell"
"2875",21,1970,1900,6,2010,88250,546,546,"MeadowV","Mitchell"
"2876",21,1970,1936,12,2007,84500,630,630,"MeadowV","Mitchell"
"2877",21,1970,1894,4,2006,71000,546,546,"MeadowV","Mitchell"
"2878",21,1972,1890,6,2010,85500,546,546,"MeadowV","Mitchell"
"2879",21,1976,1890,4,2007,75190,546,546,"MeadowV","Mitchell"
"2880",21,1972,1890,6,2008,81000,630,630,"MeadowV","Mitchell"
"2881",NA,1976,11333,5,2007,146800,1029,1062,"Mitchel","Mitchell"
"2882",72,1977,9129,7,2007,153500,923,1008,"Mitchel","Mitchell"
"2883",NA,1977,15957,9,2007,188000,1244,1356,"Mitchel","Mitchell"
"2884",55,1976,12640,7,2006,150900,1728,1728,"Mitchel","Mitchell"
"2885",61,1977,33983,5,2007,196000,1160,1676,"Mitchel","Mitchell"
"2886",68,1977,8286,6,2007,157000,716,716,"Mitchel","Mitchell"
"2887",63,1976,9297,7,2006,188000,1728,1728,"Mitchel","Mitchell"
"2888",50,1971,6723,9,2007,138000,796,796,"Mitchel","Mitchell"
"2889",54,1970,7244,4,2007,129500,768,768,"Mitchel","Mitchell"
"2890",50,1971,6953,6,2010,130000,864,874,"Mitchel","Mitchell"
"2891",50,1972,7689,7,2009,131900,796,796,"Mitchel","Mitchell"
"2892",80,1977,17400,5,2006,160000,1126,1126,"Mitchel","Mitchell"
"2893",100,1954,21750,2,2008,113000,988,988,"Mitchel","Mitchell"
"2894",NA,1962,26142,4,2010,157900,1188,1188,"Mitchel","Mitchell"
"2895",124,1961,27697,11,2007,80000,1396,1608,"Mitchel","Mitchell"
"2896",160,1960,20000,9,2006,131000,1224,1224,"Mitchel","Mitchell"
"2897",62,1993,7706,8,2009,131250,384,1091,"Mitchel","Mitchell"
"2898",69,1982,7599,6,2007,129500,845,845,"Mitchel","Mitchell"
"2899",59,1983,6490,4,2008,128500,816,816,"Mitchel","Mitchell"
"2900",NA,1976,11000,6,2007,135000,1090,1178,"Mitchel","Mitchell"
"2901",NA,1978,9101,7,2009,165500,1097,1110,"Mitchel","Mitchell"
"2902",37,1984,7937,3,2006,142500,1003,1003,"Mitchel","Mitchell"
"2903",37,1984,6951,10,2008,119500,876,923,"Mitchel","Mitchell"
"2904",NA,1985,8780,3,2009,112000,833,833,"Mitchel","Mitchell"
"2905",76,1982,8314,6,2007,124500,816,816,"Mitchel","Mitchell"
"2906",76,1984,12887,4,2010,149900,833,833,"Mitchel","Mitchell"
"2907",NA,1983,8885,6,2006,131000,864,902,"Mitchel","Mitchell"
"2908",65,1983,11625,5,2007,139000,816,816,"Mitchel","Mitchell"
"2909",70,1985,7700,2,2010,159000,1216,1216,"Mitchel","Mitchell"
"2910",70,1992,7669,6,2009,149000,828,883,"Mitchel","Mitchell"
"2911",60,1982,6600,10,2008,130500,816,816,"Mitchel","Mitchell"
"2912",60,1982,6600,6,2008,138000,816,816,"Mitchel","Mitchell"
"2913",60,1982,6600,7,2008,134500,845,845,"Mitchel","Mitchell"
"2914",85,1993,14115,10,2009,143000,796,796,"Mitchel","Mitchell"
"2915",75,1940,12508,7,2008,160000,983,983,"Mitchel","Mitchell"
"2916",62,1992,10429,7,2009,130000,624,624,"Mitchel","Mitchell"
"2917",62,1992,10441,7,2006,132000,912,970,"Mitchel","Mitchell"
"2918",63,1991,10712,9,2007,93500,974,974,"Mitchel","Mitchell"
"2919",62,1984,10447,12,2007,124500,864,887,"Mitchel","Mitchell"
"2920",74,1984,12395,4,2008,137500,864,889,"Mitchel","Mitchell"
"2921",63,1991,10475,3,2010,136000,624,624,"Mitchel","Mitchell"
"2922",NA,1969,11075,9,2008,172000,784,1168,"Mitchel","Mitchell"
"2923",NA,1977,9819,5,2009,196000,1567,1567,"Mitchel","Mitchell"
"2924",68,1969,10544,4,2010,161000,864,864,"Mitchel","Mitchell"
"2925",70,1969,10457,4,2009,173000,784,784,"Mitchel","Mitchell"
"2926",77,1974,10010,4,2006,170000,1389,1389,"Mitchel","Mitchell"
"2927",76,1994,9892,2,2010,285000,1679,1803,"Mitchel","Mitchell"
"2928",74,1993,9627,11,2006,188000,996,996,"Mitchel","Mitchell"
"2929",74,1993,12961,3,2010,231000,1152,1152,"Mitchel","Mitchell"
"2930",NA,1900,56600,1,2008,103000,686,1150,"IDOTRR","Mitchell"
